_month,_year,month_year,interest_id,composition,index_value,ranking,percentile_ranking
6,2019,06-2019,157,2.21,1.95,273,66.87
6,2019,06-2019,50,1.83,1.95,273,66.87
6,2019,06-2019,21293,2.35,1.95,273,66.87
6,2019,06-2019,33965,1.82,1.95,273,66.87
6,2019,06-2019,19578,1.89,1.94,282,65.78
6,2019,06-2019,6112,3.29,1.94,282,65.78
6,2019,06-2019,44468,2.16,1.94,282,65.78
6,2019,06-2019,6234,2.21,1.94,282,65.78
6,2019,06-2019,10832,2.35,1.94,282,65.78
6,2019,06-2019,41067,1.77,1.94,282,65.78
6,2019,06-2019,34464,1.67,1.94,282,65.78
6,2019,06-2019,39335,1.78,1.94,282,65.78
6,2019,06-2019,39333,1.71,1.93,290,64.81
6,2019,06-2019,39332,1.78,1.93,290,64.81
6,2019,06-2019,40190,2.02,1.93,290,64.81
6,2019,06-2019,6207,2.66,1.93,290,64.81
6,2019,06-2019,99,2.4,1.93,290,64.81
6,2019,06-2019,42237,2,1.93,290,64.81
6,2019,06-2019,50860,1.89,1.93,290,64.81
6,2019,06-2019,40525,2.5,1.93,290,64.81
6,2019,06-2019,12026,2.59,1.92,298,63.83
6,2019,06-2019,42398,1.87,1.92,298,63.83
6,2019,06-2019,44457,1.76,1.92,298,63.83
6,2019,06-2019,5963,2.05,1.92,298,63.83
6,2019,06-2019,17314,1.97,1.92,298,63.83
6,2019,06-2019,6098,2.48,1.92,298,63.83
6,2019,06-2019,4902,2.03,1.91,304,63.11
6,2019,06-2019,19625,2.26,1.91,304,63.11
6,2019,06-2019,143,1.94,1.91,304,63.11
6,2019,06-2019,41088,1.89,1.91,304,63.11
6,2019,06-2019,10974,2.98,1.91,304,63.11
6,2019,06-2019,41547,2.11,1.91,304,63.11
6,2019,06-2019,6106,1.61,1.91,304,63.11
6,2019,06-2019,6264,2.31,1.91,304,63.11
6,2019,06-2019,41066,1.71,1.91,304,63.11
6,2019,06-2019,41199,1.77,1.9,313,62.01
6,2019,06-2019,42238,2.01,1.9,313,62.01
6,2019,06-2019,160,2.36,1.9,313,62.01
6,2019,06-2019,39338,1.76,1.9,313,62.01
6,2019,06-2019,36876,2.05,1.9,313,62.01
6,2019,06-2019,44456,1.68,1.9,313,62.01
6,2019,06-2019,11975,1.99,1.9,313,62.01
6,2019,06-2019,38991,1.89,1.9,313,62.01
6,2019,06-2019,6319,2.77,1.89,321,61.04
6,2019,06-2019,6336,2.33,1.89,321,61.04
6,2019,06-2019,107,4.15,1.89,321,61.04
6,2019,06-2019,45517,1.88,1.89,321,61.04
6,2019,06-2019,41059,1.72,1.89,321,61.04
6,2019,06-2019,102,2.79,1.89,321,61.04
6,2019,06-2019,61,2.07,1.89,321,61.04
6,2019,06-2019,6108,1.69,1.88,328,60.19
6,2019,06-2019,18782,2.6,1.88,328,60.19
6,2019,06-2019,44389,1.76,1.88,328,60.19
6,2019,06-2019,20751,2.05,1.88,328,60.19
6,2019,06-2019,113,2.26,1.88,328,60.19
6,2019,06-2019,169,1.63,1.88,328,60.19
6,2019,06-2019,34466,1.8,1.88,328,60.19
6,2019,06-2019,44458,1.63,1.88,328,60.19
6,2019,06-2019,6316,1.68,1.87,336,59.22
6,2019,06-2019,34082,1.78,1.87,336,59.22
6,2019,06-2019,21240,2,1.87,336,59.22
6,2019,06-2019,17318,1.97,1.87,336,59.22
6,2019,06-2019,10988,2.81,1.87,336,59.22
6,2019,06-2019,19600,2.35,1.87,336,59.22
6,2019,06-2019,43544,1.97,1.87,336,59.22
6,2019,06-2019,6208,4.24,1.87,336,59.22
6,2019,06-2019,80,1.88,1.87,336,59.22
6,2019,06-2019,5956,2.13,1.87,336,59.22
6,2019,06-2019,19628,2.32,1.87,336,59.22
6,2019,06-2019,39196,1.67,1.86,347,57.89
6,2019,06-2019,40688,1.82,1.86,347,57.89
6,2019,06-2019,4944,2.26,1.86,347,57.89
6,2019,06-2019,5933,2.56,1.86,347,57.89
6,2019,06-2019,6045,2.29,1.86,347,57.89
6,2019,06-2019,6030,1.9,1.86,347,57.89
6,2019,06-2019,4936,2.11,1.86,347,57.89
6,2019,06-2019,34574,2,1.86,347,57.89
6,2019,06-2019,6084,1.7,1.86,347,57.89
6,2019,06-2019,86,1.67,1.86,347,57.89
6,2019,06-2019,12027,2.64,1.85,357,56.67
6,2019,06-2019,36884,2.32,1.85,357,56.67
6,2019,06-2019,39644,1.67,1.85,357,56.67
6,2019,06-2019,20750,1.75,1.85,357,56.67
6,2019,06-2019,34461,2.08,1.85,357,56.67
6,2019,06-2019,162,1.69,1.84,362,56.07
6,2019,06-2019,4909,1.84,1.84,362,56.07
6,2019,06-2019,10972,2.46,1.84,362,56.07
6,2019,06-2019,38357,2.11,1.84,362,56.07
6,2019,06-2019,6335,2.14,1.84,362,56.07
6,2019,06-2019,36862,1.98,1.84,362,56.07
6,2019,06-2019,39653,1.69,1.84,362,56.07
6,2019,06-2019,6211,2.06,1.83,369,55.22
6,2019,06-2019,41075,1.64,1.83,369,55.22
6,2019,06-2019,18924,2.55,1.83,369,55.22
6,2019,06-2019,14895,2.12,1.83,369,55.22
6,2019,06-2019,161,1.92,1.83,369,55.22
6,2019,06-2019,48462,1.95,1.83,369,55.22
6,2019,06-2019,5916,2.43,1.83,369,55.22
6,2019,06-2019,132,1.98,1.82,376,54.37
6,2019,06-2019,12132,2.04,1.82,376,54.37
6,2019,06-2019,44487,1.92,1.82,376,54.37
6,2019,06-2019,44474,1.96,1.82,376,54.37
6,2019,06-2019,5910,2.21,1.82,376,54.37
6,2019,06-2019,43542,1.93,1.82,376,54.37
6,2019,06-2019,4870,1.86,1.82,376,54.37
6,2019,06-2019,10835,2.6,1.82,376,54.37
6,2019,06-2019,40194,1.65,1.82,376,54.37
6,2019,06-2019,6077,1.93,1.81,385,53.28
6,2019,06-2019,41855,1.84,1.81,385,53.28
6,2019,06-2019,39654,1.67,1.81,385,53.28
6,2019,06-2019,20816,1.78,1.81,385,53.28
6,2019,06-2019,22423,2.31,1.81,385,53.28
6,2019,06-2019,34638,1.64,1.81,385,53.28
6,2019,06-2019,41078,1.67,1.81,385,53.28
6,2019,06-2019,34468,2.01,1.81,385,53.28
6,2019,06-2019,6168,2.41,1.81,385,53.28
6,2019,06-2019,32705,2.45,1.81,385,53.28
6,2019,06-2019,38989,2.15,1.81,385,53.28
6,2019,06-2019,7685,2.34,1.81,385,53.28
6,2019,06-2019,41063,1.7,1.81,385,53.28
6,2019,06-2019,7542,2.58,1.81,385,53.28
6,2019,06-2019,39768,1.83,1.8,399,51.58
6,2019,06-2019,35905,2.15,1.8,399,51.58
6,2019,06-2019,36871,1.9,1.8,399,51.58
6,2019,06-2019,39195,1.55,1.8,399,51.58
6,2019,06-2019,36882,1.86,1.8,399,51.58
6,2019,06-2019,39652,1.81,1.8,399,51.58
6,2019,06-2019,6255,2.07,1.8,399,51.58
6,2019,06-2019,12490,2.19,1.79,406,50.73
6,2019,06-2019,38355,1.91,1.79,406,50.73
6,2019,06-2019,19610,2,1.79,406,50.73
6,2019,06-2019,44480,1.68,1.79,406,50.73
6,2019,06-2019,44472,1.77,1.79,406,50.73
6,2019,06-2019,19619,2.01,1.79,406,50.73
6,2019,06-2019,6257,2.47,1.78,412,50
6,2019,06-2019,10953,2.15,1.78,412,50
6,2019,06-2019,5917,2.35,1.78,412,50
6,2019,06-2019,44477,1.76,1.78,412,50
6,2019,06-2019,6095,2.32,1.78,412,50
6,2019,06-2019,96,1.73,1.78,412,50
6,2019,06-2019,5895,2.2,1.78,412,50
6,2019,06-2019,13,1.56,1.78,412,50
6,2019,06-2019,6301,2.22,1.78,412,50
6,2019,06-2019,55,1.79,1.78,412,50
6,2019,06-2019,153,2.23,1.78,412,50
6,2019,06-2019,40436,1.99,1.78,412,50
6,2019,06-2019,44478,1.89,1.77,424,48.54
6,2019,06-2019,70,1.84,1.77,424,48.54
6,2019,06-2019,5952,2.04,1.77,424,48.54
6,2019,06-2019,14901,1.71,1.77,424,48.54
6,2019,06-2019,19623,2.05,1.77,424,48.54
6,2019,06-2019,44488,1.89,1.77,424,48.54
6,2019,06-2019,6308,1.87,1.77,424,48.54
6,2019,06-2019,6329,2.07,1.77,424,48.54
6,2019,06-2019,18622,2.47,1.77,424,48.54
6,2019,06-2019,19617,1.95,1.77,424,48.54
6,2019,06-2019,47850,1.99,1.77,424,48.54
6,2019,06-2019,4940,1.71,1.76,435,47.21
6,2019,06-2019,37413,1.81,1.76,435,47.21
6,2019,06-2019,4916,2,1.76,435,47.21
6,2019,06-2019,21236,2.11,1.76,435,47.21
6,2019,06-2019,18490,2.06,1.76,435,47.21
6,2019,06-2019,44466,1.89,1.76,435,47.21
6,2019,06-2019,6064,1.98,1.76,435,47.21
6,2019,06-2019,37419,1.83,1.76,435,47.21
6,2019,06-2019,34088,1.73,1.76,435,47.21
6,2019,06-2019,43539,1.84,1.76,435,47.21
6,2019,06-2019,41058,1.83,1.76,435,47.21
6,2019,06-2019,5991,1.92,1.76,435,47.21
6,2019,06-2019,22411,2.33,1.76,435,47.21
6,2019,06-2019,41057,1.73,1.75,448,45.63
6,2019,06-2019,6177,1.83,1.75,448,45.63
6,2019,06-2019,44581,1.9,1.75,448,45.63
6,2019,06-2019,38353,2.03,1.75,448,45.63
6,2019,06-2019,6220,2.18,1.75,448,45.63
6,2019,06-2019,45667,2.01,1.75,448,45.63
6,2019,06-2019,44479,1.65,1.75,448,45.63
6,2019,06-2019,38993,2.21,1.74,455,44.78
6,2019,06-2019,5909,2.01,1.74,455,44.78
6,2019,06-2019,45674,1.82,1.74,455,44.78
6,2019,06-2019,34909,2.29,1.74,455,44.78
6,2019,06-2019,39640,1.71,1.74,455,44.78
6,2019,06-2019,5921,2.21,1.74,455,44.78
6,2019,06-2019,4928,2.19,1.74,455,44.78
6,2019,06-2019,7537,1.92,1.74,455,44.78
6,2019,06-2019,38996,2.03,1.74,455,44.78
6,2019,06-2019,39685,1.78,1.73,464,43.69
6,2019,06-2019,18351,1.55,1.73,464,43.69
6,2019,06-2019,22095,1.84,1.73,464,43.69
6,2019,06-2019,10837,2.09,1.73,464,43.69
6,2019,06-2019,19294,2.28,1.73,464,43.69
6,2019,06-2019,6320,2.06,1.72,469,43.08
6,2019,06-2019,34459,1.68,1.72,469,43.08
6,2019,06-2019,45664,1.81,1.72,469,43.08
6,2019,06-2019,20,1.88,1.72,469,43.08
6,2019,06-2019,5936,2.11,1.72,469,43.08
6,2019,06-2019,19588,1.7,1.72,469,43.08
6,2019,06-2019,18621,1.99,1.72,469,43.08
6,2019,06-2019,40437,1.62,1.72,469,43.08
6,2019,06-2019,6391,2,1.72,469,43.08
6,2019,06-2019,130,1.92,1.72,469,43.08
6,2019,06-2019,19633,1.7,1.72,469,43.08
6,2019,06-2019,15879,2.24,1.72,469,43.08
6,2019,06-2019,22093,1.92,1.72,469,43.08
6,2019,06-2019,21239,1.67,1.72,469,43.08
6,2019,06-2019,40690,1.68,1.72,469,43.08
6,2019,06-2019,117,1.72,1.72,469,43.08
6,2019,06-2019,146,1.83,1.71,485,41.14
6,2019,06-2019,67,1.77,1.71,485,41.14
6,2019,06-2019,5914,1.73,1.71,485,41.14
6,2019,06-2019,41076,1.64,1.71,485,41.14
6,2019,06-2019,4908,1.63,1.71,485,41.14
6,2019,06-2019,6217,1.74,1.71,485,41.14
6,2019,06-2019,34077,1.83,1.7,491,40.41
6,2019,06-2019,40683,1.67,1.7,491,40.41
6,2019,06-2019,42368,2.34,1.7,491,40.41
6,2019,06-2019,40691,2.14,1.7,491,40.41
6,2019,06-2019,37414,1.83,1.7,491,40.41
6,2019,06-2019,6209,1.95,1.7,491,40.41
6,2019,06-2019,36870,1.82,1.69,497,39.68
6,2019,06-2019,48463,2.12,1.69,497,39.68
6,2019,06-2019,22421,1.73,1.69,497,39.68
6,2019,06-2019,45677,2.08,1.69,497,39.68
6,2019,06-2019,124,2.05,1.69,497,39.68
6,2019,06-2019,7536,3.48,1.69,497,39.68
6,2019,06-2019,18998,2.05,1.69,497,39.68
6,2019,06-2019,41074,1.65,1.69,497,39.68
6,2019,06-2019,34083,1.52,1.69,497,39.68
6,2019,06-2019,38359,1.81,1.68,506,38.59
6,2019,06-2019,41085,1.64,1.68,506,38.59
6,2019,06-2019,44444,1.79,1.68,506,38.59
6,2019,06-2019,54,1.73,1.68,506,38.59
6,2019,06-2019,20767,2.12,1.68,506,38.59
6,2019,06-2019,129,1.88,1.68,506,38.59
6,2019,06-2019,7541,2.71,1.68,506,38.59
6,2019,06-2019,22417,2.33,1.68,506,38.59
6,2019,06-2019,25,2.03,1.68,506,38.59
6,2019,06-2019,18,1.73,1.68,506,38.59
6,2019,06-2019,4866,1.81,1.68,506,38.59
6,2019,06-2019,19520,1.83,1.67,517,37.26
6,2019,06-2019,6314,1.53,1.67,517,37.26
6,2019,06-2019,16119,2.41,1.67,517,37.26
6,2019,06-2019,40698,1.86,1.67,517,37.26
6,2019,06-2019,41192,1.97,1.67,517,37.26
6,2019,06-2019,6183,1.98,1.67,517,37.26
6,2019,06-2019,6321,1.91,1.67,517,37.26
6,2019,06-2019,44475,1.65,1.67,517,37.26
6,2019,06-2019,6266,2.1,1.67,517,37.26
6,2019,06-2019,40434,1.98,1.66,526,36.17
6,2019,06-2019,4858,2,1.66,526,36.17
6,2019,06-2019,41193,1.75,1.66,526,36.17
6,2019,06-2019,12,1.99,1.66,526,36.17
6,2019,06-2019,6324,4.59,1.66,526,36.17
6,2019,06-2019,5901,1.98,1.66,526,36.17
6,2019,06-2019,69,1.64,1.66,526,36.17
6,2019,06-2019,40191,2.1,1.66,526,36.17
6,2019,06-2019,5951,1.66,1.66,526,36.17
6,2019,06-2019,44481,1.86,1.66,526,36.17
6,2019,06-2019,78,1.75,1.66,526,36.17
6,2019,06-2019,6317,2.2,1.66,526,36.17
6,2019,06-2019,12820,1.66,1.66,526,36.17
6,2019,06-2019,49502,1.68,1.66,526,36.17
6,2019,06-2019,10009,1.94,1.66,526,36.17
6,2019,06-2019,45679,2.21,1.66,526,36.17
6,2019,06-2019,41084,1.58,1.65,542,34.22
6,2019,06-2019,73,1.68,1.65,542,34.22
6,2019,06-2019,6334,2.03,1.65,542,34.22
6,2019,06-2019,108,1.8,1.65,542,34.22
6,2019,06-2019,51119,2.06,1.65,542,34.22
6,2019,06-2019,6182,1.89,1.65,542,34.22
6,2019,06-2019,41195,1.75,1.64,548,33.5
6,2019,06-2019,4857,2.1,1.64,548,33.5
6,2019,06-2019,5918,1.95,1.64,548,33.5
6,2019,06-2019,51120,1.94,1.64,548,33.5
6,2019,06-2019,6088,1.97,1.64,548,33.5
6,2019,06-2019,38366,1.76,1.64,548,33.5
6,2019,06-2019,40435,2.12,1.64,548,33.5
6,2019,06-2019,18352,2.58,1.64,548,33.5
6,2019,06-2019,6253,3.85,1.64,548,33.5
6,2019,06-2019,13497,2.18,1.64,548,33.5
6,2019,06-2019,10836,2.26,1.64,548,33.5
6,2019,06-2019,10249,2.08,1.64,548,33.5
6,2019,06-2019,4903,1.85,1.64,548,33.5
6,2019,06-2019,41553,1.84,1.64,548,33.5
6,2019,06-2019,22091,2.28,1.64,548,33.5
6,2019,06-2019,10833,2.7,1.64,548,33.5
6,2019,06-2019,6156,1.61,1.64,548,33.5
6,2019,06-2019,170,1.73,1.64,548,33.5
6,2019,06-2019,36873,1.82,1.64,548,33.5
6,2019,06-2019,6215,1.76,1.64,548,33.5
6,2019,06-2019,6389,1.95,1.63,568,31.07
6,2019,06-2019,6172,1.66,1.63,568,31.07
6,2019,06-2019,6216,1.61,1.63,568,31.07
6,2019,06-2019,41550,1.82,1.63,568,31.07
6,2019,06-2019,100,1.63,1.63,568,31.07
6,2019,06-2019,22420,2.96,1.63,568,31.07
6,2019,06-2019,7461,1.75,1.63,568,31.07
6,2019,06-2019,10364,1.65,1.63,568,31.07
6,2019,06-2019,19757,1.97,1.63,568,31.07
6,2019,06-2019,6318,1.85,1.63,568,31.07
6,2019,06-2019,95,2.26,1.63,568,31.07
6,2019,06-2019,6390,1.98,1.63,568,31.07
6,2019,06-2019,43,2.03,1.62,580,29.61
6,2019,06-2019,17672,1.97,1.62,580,29.61
6,2019,06-2019,6325,2.32,1.62,580,29.61
6,2019,06-2019,42964,1.83,1.62,580,29.61
6,2019,06-2019,17271,1.73,1.62,580,29.61
6,2019,06-2019,19519,2.03,1.62,580,29.61
6,2019,06-2019,37420,1.85,1.62,580,29.61
6,2019,06-2019,7546,2.17,1.62,580,29.61
6,2019,06-2019,40438,1.76,1.62,580,29.61
6,2019,06-2019,6386,1.9,1.62,580,29.61
6,2019,06-2019,59,1.58,1.61,590,28.4
6,2019,06-2019,36883,1.8,1.61,590,28.4
6,2019,06-2019,6134,2.16,1.61,590,28.4
6,2019,06-2019,10973,2.15,1.61,590,28.4
6,2019,06-2019,5898,1.98,1.61,590,28.4
6,2019,06-2019,6024,1.64,1.61,590,28.4
6,2019,06-2019,20754,1.74,1.61,590,28.4
6,2019,06-2019,21241,2.09,1.61,590,28.4
6,2019,06-2019,22422,1.66,1.61,590,28.4
6,2019,06-2019,4930,1.72,1.61,590,28.4
6,2019,06-2019,5925,1.97,1.61,590,28.4
6,2019,06-2019,10326,2.74,1.61,590,28.4
6,2019,06-2019,6387,1.96,1.6,602,26.94
6,2019,06-2019,22096,1.79,1.6,602,26.94
6,2019,06-2019,10979,2.16,1.6,602,26.94
6,2019,06-2019,21326,2.09,1.6,602,26.94
6,2019,06-2019,6148,1.99,1.6,602,26.94
6,2019,06-2019,138,1.76,1.6,602,26.94
6,2019,06-2019,5911,1.82,1.6,602,26.94
6,2019,06-2019,6393,1.66,1.6,602,26.94
6,2019,06-2019,19758,1.71,1.6,602,26.94
6,2019,06-2019,6067,1.69,1.59,611,25.85
6,2019,06-2019,7425,1.92,1.59,611,25.85
6,2019,06-2019,44582,1.7,1.59,611,25.85
6,2019,06-2019,40693,1.59,1.59,611,25.85
6,2019,06-2019,6333,1.89,1.59,611,25.85
6,2019,06-2019,40192,1.74,1.59,611,25.85
6,2019,06-2019,36880,2.16,1.59,611,25.85
6,2019,06-2019,8,1.58,1.59,611,25.85
6,2019,06-2019,4926,1.96,1.59,611,25.85
6,2019,06-2019,145,1.74,1.58,620,24.76
6,2019,06-2019,41196,1.68,1.58,620,24.76
6,2019,06-2019,45526,1.71,1.58,620,24.76
6,2019,06-2019,27,1.58,1.58,620,24.76
6,2019,06-2019,119,1.76,1.58,620,24.76
6,2019,06-2019,6277,2.31,1.58,620,24.76
6,2019,06-2019,6365,1.55,1.58,620,24.76
6,2019,06-2019,48,2.42,1.58,620,24.76
6,2019,06-2019,17729,1.85,1.58,620,24.76
6,2019,06-2019,5934,1.68,1.58,620,24.76
6,2019,06-2019,19579,1.65,1.58,620,24.76
6,2019,06-2019,5,1.83,1.57,631,23.42
6,2019,06-2019,19630,1.77,1.57,631,23.42
6,2019,06-2019,43540,1.67,1.57,631,23.42
6,2019,06-2019,40685,1.91,1.57,631,23.42
6,2019,06-2019,46134,1.71,1.57,631,23.42
6,2019,06-2019,7540,1.97,1.57,631,23.42
6,2019,06-2019,10251,1.7,1.57,631,23.42
6,2019,06-2019,22425,1.74,1.57,631,23.42
6,2019,06-2019,6226,1.86,1.57,631,23.42
6,2019,06-2019,6302,2.29,1.57,631,23.42
6,2019,06-2019,13496,1.81,1.57,631,23.42
6,2019,06-2019,22,1.7,1.56,642,22.09
6,2019,06-2019,32701,2.15,1.56,642,22.09
6,2019,06-2019,4859,1.83,1.56,642,22.09
6,2019,06-2019,44445,2.11,1.56,642,22.09
6,2019,06-2019,18784,1.99,1.56,642,22.09
6,2019,06-2019,163,1.77,1.56,642,22.09
6,2019,06-2019,37883,1.77,1.56,642,22.09
6,2019,06-2019,18783,2.6,1.56,642,22.09
6,2019,06-2019,4867,1.55,1.56,642,22.09
6,2019,06-2019,32485,1.79,1.56,642,22.09
6,2019,06-2019,17669,1.85,1.55,652,20.87
6,2019,06-2019,48460,1.68,1.55,652,20.87
6,2019,06-2019,6237,1.9,1.55,652,20.87
6,2019,06-2019,40195,2.11,1.55,652,20.87
6,2019,06-2019,38351,1.78,1.55,652,20.87
6,2019,06-2019,6322,2.35,1.55,652,20.87
6,2019,06-2019,37881,1.55,1.55,652,20.87
6,2019,06-2019,17452,1.97,1.54,659,20.02
6,2019,06-2019,13421,2.18,1.54,659,20.02
6,2019,06-2019,10838,1.62,1.54,659,20.02
6,2019,06-2019,44452,1.79,1.54,659,20.02
6,2019,06-2019,6076,1.62,1.54,659,20.02
6,2019,06-2019,29,1.88,1.54,659,20.02
6,2019,06-2019,87,1.65,1.54,659,20.02
6,2019,06-2019,109,1.89,1.53,666,19.17
6,2019,06-2019,46,1.72,1.53,666,19.17
6,2019,06-2019,39462,1.63,1.53,666,19.17
6,2019,06-2019,49976,1.85,1.53,666,19.17
6,2019,06-2019,38362,1.68,1.53,666,19.17
6,2019,06-2019,6189,1.86,1.53,666,19.17
6,2019,06-2019,43545,1.8,1.53,666,19.17
6,2019,06-2019,37887,1.83,1.53,666,19.17
6,2019,06-2019,34,2.36,1.53,666,19.17
6,2019,06-2019,7529,1.85,1.53,666,19.17
6,2019,06-2019,40697,1.98,1.53,666,19.17
6,2019,06-2019,6367,1.88,1.53,666,19.17
6,2019,06-2019,17671,1.66,1.52,678,17.72
6,2019,06-2019,49973,1.57,1.52,678,17.72
6,2019,06-2019,44584,1.69,1.52,678,17.72
6,2019,06-2019,11065,1.86,1.52,678,17.72
6,2019,06-2019,6124,1.91,1.52,678,17.72
6,2019,06-2019,6366,1.87,1.52,678,17.72
6,2019,06-2019,42,2.16,1.52,678,17.72
6,2019,06-2019,19297,1.83,1.52,678,17.72
6,2019,06-2019,37418,1.68,1.51,686,16.75
6,2019,06-2019,17540,1.79,1.51,686,16.75
6,2019,06-2019,44449,1.68,1.51,686,16.75
6,2019,06-2019,18807,1.69,1.51,686,16.75
6,2019,06-2019,10010,2.02,1.51,686,16.75
6,2019,06-2019,142,1.6,1.5,691,16.14
6,2019,06-2019,45662,1.97,1.5,691,16.14
6,2019,06-2019,36874,1.65,1.5,691,16.14
6,2019,06-2019,62,1.72,1.5,691,16.14
6,2019,06-2019,36864,1.64,1.5,691,16.14
6,2019,06-2019,6331,1.6,1.5,691,16.14
6,2019,06-2019,44463,1.64,1.5,691,16.14
6,2019,06-2019,28,1.88,1.5,691,16.14
6,2019,06-2019,6339,1.66,1.5,691,16.14
6,2019,06-2019,12032,2.04,1.5,691,16.14
6,2019,06-2019,5922,1.69,1.49,701,14.93
6,2019,06-2019,10975,1.92,1.49,701,14.93
6,2019,06-2019,44462,1.63,1.49,701,14.93
6,2019,06-2019,45,1.77,1.49,701,14.93
6,2019,06-2019,22092,1.95,1.49,701,14.93
6,2019,06-2019,40692,1.69,1.49,701,14.93
6,2019,06-2019,19618,1.84,1.49,701,14.93
6,2019,06-2019,19593,1.65,1.49,701,14.93
6,2019,06-2019,7605,1.64,1.49,701,14.93
6,2019,06-2019,38992,1.92,1.49,701,14.93
6,2019,06-2019,6265,1.77,1.48,711,13.71
6,2019,06-2019,6303,1.8,1.48,711,13.71
6,2019,06-2019,44391,1.76,1.48,711,13.71
6,2019,06-2019,6159,1.75,1.48,711,13.71
6,2019,06-2019,48465,1.67,1.48,711,13.71
6,2019,06-2019,6229,1.88,1.48,711,13.71
6,2019,06-2019,5961,1.96,1.48,711,13.71
6,2019,06-2019,6169,1.57,1.48,711,13.71
6,2019,06-2019,19615,1.79,1.48,711,13.71
6,2019,06-2019,44383,1.79,1.48,711,13.71
6,2019,06-2019,13498,1.73,1.47,721,12.5
6,2019,06-2019,10976,1.77,1.47,721,12.5
6,2019,06-2019,44387,1.59,1.47,721,12.5
6,2019,06-2019,39551,1.61,1.46,724,12.14
6,2019,06-2019,84,2.47,1.46,724,12.14
6,2019,06-2019,6337,1.8,1.46,724,12.14
6,2019,06-2019,10834,1.93,1.46,724,12.14
6,2019,06-2019,5972,2.86,1.45,728,11.65
6,2019,06-2019,40696,1.66,1.45,728,11.65
6,2019,06-2019,10869,1.91,1.45,728,11.65
6,2019,06-2019,6385,1.72,1.44,731,11.29
6,2019,06-2019,22400,1.58,1.44,731,11.29
6,2019,06-2019,40703,1.8,1.44,731,11.29
6,2019,06-2019,40526,1.67,1.44,731,11.29
6,2019,06-2019,6162,1.58,1.44,731,11.29
6,2019,06-2019,6174,1.65,1.44,731,11.29
6,2019,06-2019,38364,1.54,1.44,731,11.29
6,2019,06-2019,6149,1.77,1.44,731,11.29
6,2019,06-2019,5957,1.93,1.43,739,10.32
6,2019,06-2019,34078,1.63,1.43,739,10.32
6,2019,06-2019,4935,1.85,1.43,739,10.32
6,2019,06-2019,6300,1.91,1.43,739,10.32
6,2019,06-2019,4927,1.72,1.42,743,9.83
6,2019,06-2019,5945,2.38,1.42,743,9.83
6,2019,06-2019,5926,2.08,1.42,743,9.83
6,2019,06-2019,18781,1.66,1.42,743,9.83
6,2019,06-2019,128,1.62,1.42,743,9.83
6,2019,06-2019,19611,1.58,1.42,743,9.83
6,2019,06-2019,6267,1.74,1.42,743,9.83
6,2019,06-2019,110,1.79,1.41,750,8.98
6,2019,06-2019,19589,1.85,1.41,750,8.98
6,2019,06-2019,6332,1.58,1.41,750,8.98
6,2019,06-2019,18350,1.74,1.41,750,8.98
6,2019,06-2019,49974,1.64,1.4,754,8.5
6,2019,06-2019,4937,1.74,1.4,754,8.5
6,2019,06-2019,6049,1.66,1.4,754,8.5
6,2019,06-2019,4929,1.66,1.4,754,8.5
6,2019,06-2019,5897,1.74,1.4,754,8.5
6,2019,06-2019,22419,1.75,1.4,754,8.5
6,2019,06-2019,4896,2.17,1.4,754,8.5
6,2019,06-2019,4898,3.54,1.39,761,7.65
6,2019,06-2019,41,1.81,1.39,761,7.65
6,2019,06-2019,44579,1.57,1.39,761,7.65
6,2019,06-2019,53,1.61,1.39,761,7.65
6,2019,06-2019,6259,1.69,1.39,761,7.65
6,2019,06-2019,41549,1.59,1.38,766,7.04
6,2019,06-2019,46132,1.7,1.38,766,7.04
6,2019,06-2019,6115,1.99,1.38,766,7.04
6,2019,06-2019,4925,1.68,1.38,766,7.04
6,2019,06-2019,38283,1.57,1.37,770,6.55
6,2019,06-2019,139,1.74,1.37,770,6.55
6,2019,06-2019,6230,1.83,1.37,770,6.55
6,2019,06-2019,39198,1.74,1.37,770,6.55
6,2019,06-2019,4921,1.64,1.37,770,6.55
6,2019,06-2019,19624,1.66,1.37,770,6.55
6,2019,06-2019,45685,1.62,1.37,770,6.55
6,2019,06-2019,7454,1.63,1.36,777,5.7
6,2019,06-2019,43546,1.67,1.36,777,5.7
6,2019,06-2019,44386,1.69,1.36,777,5.7
6,2019,06-2019,44379,1.74,1.35,780,5.34
6,2019,06-2019,12602,1.71,1.35,780,5.34
6,2019,06-2019,5929,1.91,1.35,780,5.34
6,2019,06-2019,22094,1.73,1.34,783,4.98
6,2019,06-2019,7544,1.84,1.34,783,4.98
6,2019,06-2019,6231,1.62,1.34,783,4.98
6,2019,06-2019,19622,1.69,1.34,783,4.98
6,2019,06-2019,19602,1.67,1.34,783,4.98
6,2019,06-2019,36878,1.69,1.33,788,4.37
6,2019,06-2019,4919,1.8,1.33,788,4.37
6,2019,06-2019,7483,1.69,1.32,790,4.13
6,2019,06-2019,19251,1.81,1.32,790,4.13
6,2019,06-2019,18619,3.32,1.32,790,4.13
6,2019,06-2019,35742,1.52,1.32,790,4.13
6,2019,06-2019,72,1.74,1.31,794,3.64
6,2019,06-2019,19296,1.68,1.31,794,3.64
6,2019,06-2019,21243,1.67,1.31,794,3.64
6,2019,06-2019,11066,1.83,1.31,794,3.64
6,2019,06-2019,20730,1.81,1.31,794,3.64
